onset	duration	trial_type	stimulus_type
9.5	0.5	Instruction	5
13.3	0	Correct_f	5
17.5	0.5	Fdbck_corr	5
19.5	0.5	Instruction	2
22.3	0	Correct_f	2
25.5	0.5	Fdbck_corr	2
27.5	0.5	Instruction	7
29.9	0	Correct_f	7
31.5	0.5	Fdbck_corr	7
33.5	0.5	Instruction	8
36.3	0	Error_f	8
39.5	0.5	Fdbck_err	8
42.5	0.5	Instruction	12
45	0	Correct_f	12
46.5	0.5	Fdbck_corr	12
48.5	0.5	Instruction	1
50.5	0	Error_f	1
53.5	0.5	Fdbck_err	1
55.5	0.5	Instruction	6
57.3	0	Error_f	6
59.5	0.5	Fdbck_err	6
62.5	0.5	Instruction	4
64.3	0	Correct_f	4
67.5	0.5	Fdbck_corr	4
70.5	0.5	Instruction	14
72.6	0	Error_f	14
75.5	0.5	Fdbck_err	14
77.5	0.5	Instruction	3
80.3	0	Error_f	3
83.5	0.5	Fdbck_err	3
85.5	0.5	Instruction	16
88.4	0	Error_f	16
90.5	0.5	Fdbck_err	16
92.5	0.5	Instruction	11
95.4	0	Error_f	11
97.5	0.5	Fdbck_err	11
99.5	0.5	Instruction	9
103.4	0	Correct_f	9
107.5	0.5	Fdbck_corr	9
110.5	0.5	Instruction	13
114.4	0	Error_f	13
118.5	0.5	Fdbck_err	13
121.5	0.5	Instruction	15
124.4	0	Correct_f	15
127.5	0.5	Fdbck_corr	15
141.5	0.5	Instruction	10
143.4	0	Error_f	10
147.5	0.5	Fdbck_err	10
151.5	0.5	Instruction	7
155.5	0	Correct_f	7
158.5	0.5	Fdbck_corr	7
162.5	0.5	Instruction	12
165	0	Error_f	12
167.5	0.5	Fdbck_err	12
171.5	0.5	Instruction	9
175.3	0	Error_f	9
177.5	0.5	Fdbck_err	9
179.5	0.5	Instruction	11
183.4	0	Error_f	11
185.5	0.5	Fdbck_err	11
189.5	0.5	Instruction	8
192.4	0	Error_f	8
194.5	0.5	Fdbck_err	8
197.5	0.5	Instruction	13
201.7	0	Error_f	13
205.5	0.5	Fdbck_err	13
208.5	0.5	Instruction	3
210.5	0	Error_f	3
213.5	0.5	Fdbck_err	3
217.5	0.5	Instruction	16
220.4	0	Error_f	16
224.5	0.5	Fdbck_err	16
235.5	0.5	Instruction	14
238.6	0	Error_f	14
240.5	0.5	Fdbck_err	14
242.5	0.5	Instruction	6
246.4	0	Correct_f	6
249.5	0.5	Fdbck_corr	6
251.5	0.5	Instruction	10
254.5	0	Correct_f	10
256.5	0.5	Fdbck_corr	10
260.5	0.5	Instruction	4
264.4	0	Error_f	4
267.5	0.5	Fdbck_err	4
271.5	0.5	Instruction	15
274.7	0	Error_f	15
276.5	0.5	Fdbck_err	15
279.5	0.5	Instruction	1
283.4	0	Correct_f	1
286.5	0.5	Fdbck_corr	1
290.5	0.5	Instruction	2
293.4	0	Error_f	2
297.5	0.5	Fdbck_err	2
310.5	0.5	Instruction	5
313.4	0	Error_f	5
316.5	0.5	Fdbck_err	5
318.5	0.5	Instruction	9
321.5	0	Error_f	9
325.5	0.5	Fdbck_err	9
327.5	0.5	Instruction	13
329.6	0	Error_f	13
333.5	0.5	Fdbck_err	13
336.5	0.5	Instruction	4
340.3	0	Error_f	4
342.5	0.5	Fdbck_err	4
344.5	0.5	Instruction	2
346.7	0	Error_f	2
348.5	0.5	Fdbck_err	2
350.5	0.5	Instruction	12
352.5	0	Error_f	12
354.5	0.5	Fdbck_err	12
357.5	0.5	Instruction	5
361.7	0	Error_f	5
365.5	0.5	Fdbck_err	5
369.5	0.5	Instruction	1
371.9	0	Error_f	1
375.5	0.5	Fdbck_err	1
378.5	0.5	Instruction	8
382.5	0	Correct_f	8
385.5	0.5	Fdbck_corr	8
388.5	0.5	Instruction	11
392.9	0	Correct_f	11
396.5	0.5	Fdbck_corr	11
400.5	0.5	Instruction	6
404.4	0	Correct_f	6
408.5	0.5	Fdbck_corr	6
411.5	0.5	Instruction	16
414.6	0	Correct_f	16
417.5	0.5	Fdbck_corr	16
421.5	0.5	Instruction	15
425.4	0	Error_f	15
429.5	0.5	Fdbck_err	15
433.5	0.5	Instruction	10
436.4	0	Correct_f	10
438.5	0.5	Fdbck_corr	10
441.5	0.5	Instruction	7
443.5	0	Error_f	7
447.5	0.5	Fdbck_err	7
451.5	0.5	Instruction	14
453.8	0	Error_f	14
455.5	0.5	Fdbck_err	14
459.5	0.5	Instruction	3
461.4	0	Correct_f	3
465.5	0.5	Fdbck_corr	3
228	7	Change_rule	0
130	11	Baseline	0
300	10	Baseline	0
469	12	Baseline	0
